Market	QuerySetName	QueryId	Query	Type	Frequency	UserLocation	UserLatLong	UserBoundingBox	TargetLocation	TargetLocationType	TargetLatLong	TargetCircleSizeInMiles
en-us	en-us UnifiedMaps-1410	c3aa8383-e7c7-568a-b8a8-f9fe4a064958	lansing mi	Place	1	Barberton ,Ohio ,United States 44203	41.0232,-81.628	42.892064,-83.254395,41.853196,-84.660645	Lansing,Ingham,Michigan,United States,North America	PopulatedPlace	42.732,-84.552	2
en-us	en-us UnifiedMaps-1410	c3d495cb-026e-56f0-a23f-b9b3824ae54c	31905	Place	1	Jacksonville ,Florida ,United States	30.3322,-81.6556	38.8209,-76.5756,38.5019,-77.3213	31905, GA	Postcode1	32.3960037231445,-84.8226699829102	15
en-us	en-us UnifiedMaps-1410	c3e1b473-4ae1-5294-88ec-d83d9369e53c	oregon	Place	1	Santa Clara ,California ,United States 95050	37.3486,-121.951	37.4879354,-121.77520752,37.20845666,-122.12677002	Oregon,United States,North America	AdminDivision1	43.939,-120.559	235
en-us	en-us UnifiedMaps-1410	c3f3c118-4cdb-5aea-9ffa-f862a27bdc41	Center vile, al	Place	1	Doylestown ,Pennsylvania ,United States 18901	40.3321,-75.1179	40.46575594,-74.94186401,40.19775702,-75.29342651	Centerville, AL,United States	PopulatedPlace	31.41526,-86.88741	107
en-us	en-us UnifiedMaps-1410	c3f7bfc1-43b1-57f4-a939-ab5fb695c073	San Mateo, CA	Place	1	San Mateo ,California ,United States 94402	37.526,-122.356	37.66534213,-122.18032837,37.38652635,-122.53189087	San Mateo,San Mateo,California,United States,North America	PopulatedPlace	37.547,-122.315	4
en-us	en-us UnifiedMaps-1410	c3fc2b32-1597-5bc1-a597-f1266b48302a	Lyndhurst, N.J.	Place	1	Lyndhurst ,New Jersey ,United States 07071	40.8265,-74.1064	41.2196,-73.8202,40.6936,-74.442	Lyndhurst, NJ	PopulatedPlace	40.8050003051758,-74.1268997192383	4
en-us	en-us UnifiedMaps-1410	c41fc1e5-5f9b-5a6f-8d15-0ecd3a847c69	Manila, Philippines	Place	1	Makati City ,National Capital Region ,Philippines 0700	14.5667,121.033	14.73637047,121.20941162,14.39610863,120.85784912	Manila,First District NCR,National Capital Region,Philippines,Asia	PopulatedPlace	14.587,120.984	18
en-us	en-us UnifiedMaps-1410	c43f9284-ba42-5fc6-a658-59f3c7b4a1af	lansing mi	Place	1	Phoenix ,Arizona ,United States	33.4484,-112.074	33.59517506,-111.89849854,33.30183841,-112.25006104	Lansing,Eaton,Michigan,United States,North America	PopulatedPlace	42.682,-84.609	8
en-us	en-us UnifiedMaps-1410	c44017bf-4064-56e3-a353-f78c5d2a9932	villa franche sur mer	Place	1	Lincoln ,Nebraska ,United States	40.8,-96.667	43.0539,6.92441,42.9655,6.74691	La Tranche-sur-Mer,Vendée,Loire Region,France	PopulatedPlace	46.3518,-1.42847	465
en-us	en-us UnifiedMaps-1410	c47f4e15-baf7-571d-89dc-7823fb7b5066	chno ca.	Place	1	White Lake ,Michigan ,United States	42.6917,-83.5541	42.6126,-83.404,42.5007,-83.6786	Chino, CA,United States	PopulatedPlace	34.01281,-117.68932	2
en-us	en-us UnifiedMaps-1410	c4fcda28-1e88-5e5c-b6f8-2fa233934214	Lake Tanganyika	Place	1	Vancouver ,Washington ,United States 98662	45.6936,-122.575	-6.52409444,30.58731079,-6.87325639,30.23574829	ViewPortCenter	PopulatedPlace	-6.69870665379725,30.41152954	250
en-us	en-us UnifiedMaps-1410	c518c9a0-16d6-595c-88f1-e45c7b208097	De Lier, Netherlands	Place	1	Rotterdam ,Zuid-Holland ,Netherlands 3000	51.9122,4.5	52.02038831,4.67605591,51.80351991,4.32449341	De Lier, Netherlands	PopulatedPlace	51.9750709533691,4.25136995315552	2
en-us	en-us UnifiedMaps-1410	c555d930-88e3-5d0b-a4c9-e076798d37ab	Algeria	Place	1	New Haven ,Connecticut ,United States	41.3081,-72.9282	28.36844377,2.83035278,28.05865041,2.47879028	Algeria,Africa	PopulatedPlace	28.2136594217871,2.65457153	62
en-us	en-us UnifiedMaps-1410	c557b585-d11a-55c1-ac68-8d2930b97572	Fort Wayne, IN	Place	1	Columbus ,Ohio ,United States 43215	39.9653,-83.0235	40.10013461,-82.84790039,39.83068634,-83.19946289	Fort Wayne,Allen,Indiana,United States,North America	PopulatedPlace	41.08,-85.138	10
en-us	en-us UnifiedMaps-1410	c5e42c06-ca31-5d5e-b7a0-77c8f0afbffe	greece map	Place	1	Alpharetta ,Georgia ,United States 30004	34.133,-84.3005	38.48584472,24.4569397,38.21012997,24.1053772	Greece,Europe	PopulatedPlace	38.3481185491189,24.28115845	142
en-us	en-us UnifiedMaps-1410	c640a7ac-2986-542e-9161-5ed0b6fa6bf1	Töging am Inn	Place	1	Caransebes ,Caras-Severin ,Romania 3330000	45.4056,22.2278	45.52895979,22.40386963,45.28213392,22.05230713	Töging am Inn,Altötting,Bavaria,Germany,Europe	PopulatedPlace	48.256,12.59	2
en-us	en-us UnifiedMaps-1410	c66dd999-b942-58db-b81b-937ab6b8a315	joelten tn	Place	1	Saint Louis ,Missouri ,United States	38.6273,-90.1979	36.7807,-86.7151,35.6461,-88.1213	Joelton, TN,United States	PopulatedPlace	36.3131,-86.8653	7
en-us	en-us UnifiedMaps-1410	c6772aa4-c473-53fb-bda7-ebb5aeb216b0	Transylvania, North Carolina	Place	1	Angier ,North Carolina ,United States 27501	35.4832,-78.6798	35.3459354,-82.62268066,35.05866664,-82.97424316	Transylvania,North Carolina,United States,North America	PopulatedPlace	35.2024280340989,-82.79846191	2
en-us	en-us UnifiedMaps-1410	c691138d-976f-5b8d-86ae-c0eefb1d8649	Doha	Place	1	Monor ,Pest ,Hungary 2200	47.3528,19.4486	47.4717346,19.62432861,47.23355716,19.27276611	Doha,Doha,Qatar,Middle East,Asia	PopulatedPlace	25.295,51.519	2
en-us	en-us UnifiedMaps-1410	c6c7941a-64d6-5ce3-bc1b-c772a8c10427	indian ladder falls, pa	Place	1	Ridley Park ,Pennsylvania ,United States 19078	39.8734,-75.3216	42.2976,-76.4099,40.1831,-79.2224	Indian Ladder Falls, PA	Waterfall	41.2458992004395,-75.2313003540039	2
en-us	en-us UnifiedMaps-1410	c6d73558-1150-5583-9d64-8c977052f6b8	Greenville	Place	1	Kinston ,North Carolina ,United States 28504	35.2286,-77.6353	51.6892,-61.8437,21.1915,-132.156	United States	CountryRegion	39.4432563781738,-98.9573364257813	1700
en-us	en-us UnifiedMaps-1410	c70a4b63-548a-5864-a5e7-e1596e7549b9	Marion	Place	1	Marion ,Ohio ,United States 43302	40.6,-83.134	41.6411,-77.8023,37.9063,-86.5914	Marion,Marion,Ohio,United States,North America	PopulatedPlace	40.584,-83.129	3
en-us	en-us UnifiedMaps-1410	c7439196-4296-54b5-bd66-08a68de10fce	Pawleys Island	Place	1	Charlotte ,North Carolina ,United States	35.2271,-80.8431	33.57229388,-78.9491272,33.27887973,-79.3006897	Pawleys Island,Georgetown,South Carolina,United States,North America	PopulatedPlace	33.426,-79.125	2
en-us	en-us UnifiedMaps-1410	c756b8f5-9083-5e45-a57e-d8f547fcc2f2	Knockert Fl	Place	1	Saint Marys ,Georgia ,United States 31558	30.7917,-81.5731	30.4351,-79.0721,28.318,-83.4797	Florida	AdminDivision1	28.4930877685547,-82.4722900390625	355
en-us	en-us UnifiedMaps-1410	c76b2221-b6d0-5399-8d68-4c61cabb90d7	Kastelorizo, Dodecanese Islands, Greece	Place	1	Laconia ,New Hampshire ,United States 03246	43.5645,-71.482	36.3202,29.925,36.0281,29.2871	Kastelorizo,Dodecanese,Southern Aegean,Greece,Europe	PopulatedPlace	36.148,29.59	3
en-us	en-us UnifiedMaps-1410	c7779d92-4caf-5cb1-b1a7-b02e4467db39	Jishou, China	Place	1	Wayland ,New York ,United States 14572	42.5608,-77.5678	30.7795984,110.4132843,30.47708293,110.0617218	Jishou,Hunan,China,Asia	PopulatedPlace	28.313,109.736	5
en-us	en-us UnifiedMaps-1410	c795993f-dd6a-5beb-8272-0cc0a9792f65	lima peru	Place	1	Lovettsville ,Virginia ,United States 20180	39.2687,-77.6305	-11.7408,-76.4907,-12.3626,-77.5688	Lima,Lima,Lima,Peru,South America	PopulatedPlace	-12.056,-77.027	23
en-us	en-us UnifiedMaps-1410	c79adeef-2fb3-5f32-8b1d-b288a6e727be	Mogno, Switzerland	Place	1	Lancaster ,Pennsylvania ,United States	40.0379,-76.3055	46.4463,8.68941,46.416,8.64547	Mogno,Lavizzara,Vallemaggia,Ticino,Switzerland,Europe	PopulatedPlace	46.432,8.663	2
en-us	en-us UnifiedMaps-1410	c7a1fef8-c487-5a36-a233-f26f9e1b6fbe	Valdosta, Georgia	Place	1	Phenix City ,Alabama ,United States 36870	32.4869,-85.1182	30.98526199,-83.10539246,30.68339241,-83.45695496	Valdosta,Lowndes,Georgia,United States,North America	PopulatedPlace	30.835,-83.281	7
en-us	en-us UnifiedMaps-1410	c7c010f1-590c-5580-baf1-b3e303dc0027	Jacksonville	Place	1	Dallas ,Texas ,United States	32.7781,-96.7954	32.9911,-96.686,32.9734,-96.7205	Jacksonville,Duval,Florida,United States,North America	PopulatedPlace	30.331,-81.656	26
en-us	en-us UnifiedMaps-1410	c7d4c1ce-603b-56d5-88bb-27a594d71665	CLEBURNE,TX	Place	1	Joshua ,Texas ,United States 76058	32.4705,-97.3557	33.4307,-97.5656,33.3873,-97.6329	Cleburne,Johnson,Texas,United States,North America	PopulatedPlace	32.35,-97.388	6
en-us	en-us UnifiedMaps-1410	c7edee48-3fec-5800-a9bf-0823a5b3b977	Sarasota, Florida, United States	Place	1	Newport ,Minnesota ,United States 55055	44.8733,-92.9978	44.99782485,-92.82211304,44.7486839,-93.17367554	Sarasota,Sarasota,Florida,United States,North America	PopulatedPlace	27.339,-82.54	5
en-us	en-us UnifiedMaps-1410	c7f517de-23c7-5cd3-a8b7-af132b43514b	Chittagong	Place	1	Ankara ,Ankara ,Turkey 06100	39.9547,32.8469	39.9884,32.8909,39.921,32.803	Chittagong,Bangladesh,Asia	AdminDivision1	22.708,91.721	154
en-us	en-us UnifiedMaps-1410	c7ff4baf-25c5-57cb-9763-27b9e5590ee4	leesburg,ga	Place	1	Lawrenceville ,Georgia ,United States 30044	33.9188,-84.0678	32.0878,-83.2413,31.3775,-84.7512	Leesburg,Lee,Georgia,United States,North America	PopulatedPlace	31.732,-84.172	2
en-us	en-us UnifiedMaps-1410	c80f31ca-0eaf-5890-ae50-79e753bd4e42	Gettysburg, PA	Place	1	Sheboygan ,Wisconsin ,United States 53081	43.7098,-87.7478	43.83650798,-87.57202148,43.58238047,-87.92358398	Gettysburg,Adams,Pennsylvania,United States,North America	PopulatedPlace	39.83,-77.231	2
en-us	en-us UnifiedMaps-1410	c8123661-2fab-5cad-aa67-2ffa8b0b5376	midway,tn	Place	1	Cherry Hill ,New Jersey ,United States	39.9348,-75.0307	40.06966452,-74.85466003,39.80009596,-75.20622253	Midway, TN	PopulatedPlace	35.7995986938477,-84.5621490478516	92
en-us	en-us UnifiedMaps-1410	c819b80e-870a-5b77-941f-314c09ea8cd9	middleway, va	Place	1	Wallins Creek ,Kentucky ,United States 40873	36.8122,-83.4159	40.4386,-76.0144,36.0224,-81.6394	Middleway, WV,United States	PopulatedPlace	39.30277,-77.98303	2
en-us	en-us UnifiedMaps-1410	c8493513-c176-53dd-9578-f86451757b37	Owensboro, Kentucky	Place	1	Owensboro ,Kentucky ,United States 42303	37.7555,-87.0434	37.89436303,-86.86752319,37.61640706,-87.21908569	Owensboro,Daviess,Kentucky,United States,North America	PopulatedPlace	37.774,-87.114	5
en-us	en-us UnifiedMaps-1410	c8ac132c-0540-550d-b8ab-75a364249f4a	brodbent ore	Place	1	Eugene ,Oregon ,United States 97401	44.069,-123.082	42.2117,-123.283,42.0552,-123.666	Broadbent, OR,United States	PopulatedPlace	43.00913,-124.14671	2
en-us	en-us UnifiedMaps-1410	c8aff068-61bd-5473-9a43-709917ff4047	Visalia	Place	1	Magnolia ,Delaware ,United States 19962	39.0699,-75.4938	37.381,-79.1564,36.4713,-81.2201	Visalia,Kenton,Kentucky,United States,North America	PopulatedPlace	36.9275069015918,-80.18825	2157
en-us	en-us UnifiedMaps-1410	c8db6766-d47e-5aee-b856-65f2e40bd83a	 dunkerrin	Place	1	Tullamore ,Offaly ,Ireland	53.28,-7.49	34.1961,-84.2922,34.1191,-84.4038	Dunkerrin, Ireland	PopulatedPlace	52.914119720459,-7.91009998321533	2
en-us	en-us UnifiedMaps-1410	c92960a6-2234-5070-bef1-a2de537c95a6	mali	Place	1	Bamako ,Bamako ,Mali	12.65,-8	26.43430237,12.65419006,26.1190686,12.30262756	Mali	CountryRegion	17.3577671051025,-3.52738189697266	675
en-us	en-us UnifiedMaps-1410	c93014c4-c3e5-524d-987c-1b4aa02f7ce6	Vatican City	Place	1	Kansas City ,Missouri ,United States 64152	39.209,-94.7305	37.8226,-77.5294,35.7113,-82.3096	Vatican City,Vatican City,Europe	PopulatedPlace	41.902,12.458	2
en-us	en-us UnifiedMaps-1410	c9a89390-9ccf-55be-a38d-5ea747e603e8	forestville wi	Place	1	Milwaukee ,Wisconsin ,United States	43.0389,-87.9065	44.7334,-87.4821,44.7327,-87.4835	Forestville,Door,Wisconsin,United States,North America	PopulatedPlace	44.69,-87.481	2
en-us	en-us UnifiedMaps-1410	c9b11d5a-6bcd-543e-93d0-49634e845295	Laos	Place	1	Seoul ,Seoul Teukbyeolsi ,Korea (South)	37.5631,126.977	18.37212089,104.07073975,18.03815677,103.71917725	Laos	CountryRegion	18.650749206543,104.152938842773	365
en-us	en-us UnifiedMaps-1410	c9b9ff25-9f70-5cd0-a264-38ccfe1c7acb	kearney, ne	Place	1	Atlanta ,Georgia ,United States 30305	33.8379,-84.3846	33.98379437,-84.20883179,33.69178104,-84.56039429	Kearney,Buffalo,Nebraska,United States,North America	PopulatedPlace	40.7,-99.083	4
en-us	en-us UnifiedMaps-1410	c9df508e-8407-5178-832c-6cede6bc2c59	Earth, TX	Place	1	San Marcos ,Texas ,United States 78666	29.8729,-98.014	34.781,-99.2855,34.0687,-100.842	Earth, TX,United States	PopulatedPlace	34.23294,-102.4102	2
en-us	en-us UnifiedMaps-1410	c9e8f8ec-a4ab-524a-bca2-12f6cac988d7	Drachten	Place	1	Zabrze ,Slaskie ,Poland	50.3064,18.7833	50.41858139,18.95896912,50.19404495,18.60740662	Drachten,Gemeente Smallingerland,Friesland,Netherlands,Europe	PopulatedPlace	53.103,6.099	3
en-us	en-us UnifiedMaps-1410	ca403d23-2ce0-567f-b571-c205d0e474b7	Madison, Wisconsin	Place	1	Madison ,Wisconsin ,United States 53717	43.0737,-89.5274	43.20117168,-89.21104431,42.94436045,-89.56260681	Madison,Dane,Wisconsin,United States,North America	PopulatedPlace	43.073,-89.387	9
en-us	en-us UnifiedMaps-1410	ca9566a7-3c86-5e50-851f-10213deb4519	ramsey nj	Place	1	Wappingers Falls ,New York ,United States 12590	41.5942,-73.8875	41.7455,-73.5056,41.3527,-74.4578	Ramsey,Bergen,New Jersey,United States,North America	PopulatedPlace	41.058,-74.144	2
en-us	en-us UnifiedMaps-1410	caa5e94a-4310-5f5f-a284-52fdb7f615c1	ortonville mn	Place	1	Saint Paul ,Minnesota ,United States	44.9438,-93.0933	45.06818637,-92.91755676,44.81935087,-93.26911926	Ortonville,Big Stone,Minnesota,United States,North America	PopulatedPlace	45.298,-96.438	2
en-us	en-us UnifiedMaps-1410	caaefd3f-036b-5570-8f5d-33193008c934	Antep, Gaziantep, Turkey	Place	1	Adana ,Adana ,Turkey 01000	37.0019,35.3317	37.14225609,35.50712585,36.86149332,35.15556335	Gaziantep,Gaziantep,Turkey,Eurasia	PopulatedPlace	37.062,37.375	2
en-us	en-us UnifiedMaps-1410	cab4acae-67a9-5cb6-8d1e-fbf341406cfd	Las Vegas	Place	1	Salt Lake City ,Utah ,United States	40.7601,-111.888	40.3325,-111.729,40.331,-111.731	Las Vegas, NV	PopulatedPlace	36.1719093322754,-115.13996887207	20
en-us	en-us UnifiedMaps-1410	cb0da414-138b-5879-897f-222cc2ae6463	springfield mo	Place	1	Springfield ,Missouri ,United States	37.2153,-93.2982	37.34614261,-93.12767029,37.06613594,-93.47923279	Springfield,Greene,Missouri,United States,North America	PopulatedPlace	37.209,-93.292	9
en-us	en-us UnifiedMaps-1410	cb0f8b7f-fadb-520c-959a-bb7693e82796	California	Place	1	Orlando ,Florida ,United States 32809	28.4611,-81.3939	37.29208174,-119.47013855,37.01187424,-119.82170105	California,United States,North America	AdminDivision1	37.255,-119.618	420
en-us	en-us UnifiedMaps-1410	cb4bbd9b-6646-521f-811e-8a1caf980e40	Kennebunkport, Maine	Place	1	Stoddard ,New Hampshire ,United States 03464	43.0754,-72.1143	43.48780126,-70.30014038,43.23219686,-70.65170288	Kennebunkport,York,Maine,United States,North America	PopulatedPlace	43.36,-70.476	2
en-us	en-us UnifiedMaps-1410	cb515be5-30e2-5715-b578-6bf0cd5b185d	furgesson, mo	Place	1	Des Moines ,Iowa ,United States	41.6005,-93.6091	49.8553,-67.1172,23.8702,-126.883	Ferguson, MO,United States	PopulatedPlace	38.74501,-90.30397	3
en-us	en-us UnifiedMaps-1410	cba2c62e-efaa-59df-8080-b1ad11f739bb	Anaheim, CA	Place	1	Columbiana ,Alabama ,United States 35051	33.2227,-86.6085	33.36953128,-86.43287659,33.07543248,-86.78443909	Anaheim, CA	PopulatedPlace	33.8327598571777,-117.915718078613	14
en-us	en-us UnifiedMaps-1410	cc0adab9-a72a-5418-85f5-3a941752cc22	England	Place	1	Xenia ,Ohio ,United States 45385	39.6281,-83.9455	39.8152,-83.7594,39.6157,-84.0883	England	AdminDivision1	52.598876953125,-1.46688139438629	290
en-us	en-us UnifiedMaps-1410	cc15dfc4-2462-5818-b125-4109b74c573f	Koror City, Palau	Place	1	Makati City ,National Capital Region ,Philippines 0700	14.5667,121.033	14.73703453,121.20941162,14.39677371,120.85784912	Palau	CountryRegion	7.4419,134.54205	50
en-us	en-us UnifiedMaps-1410	cc43be09-dd53-5941-b25e-b90e192f85e2	compton	Place	1	Compton ,California ,United States 90220	33.9025,-118.239	39.2069,-121.433,38.2202,-123.485	Compton, CA	PopulatedPlace	33.8952789306641,-118.224327087402	3
en-us	en-us UnifiedMaps-1410	cc49cf50-fce6-5237-8983-ef0a108a9647	BARDSTOWN KY	Place	1	Ardmore ,Pennsylvania ,United States 19003	40.0024,-75.3008	40.1368907,-75.12519836,39.86758762,-75.47676086	Bardstown, KY	PopulatedPlace	37.8090705871582,-85.4587173461914	3
en-us	en-us UnifiedMaps-1410	cca67cf4-05e7-5ccf-b8b3-e1f495c26378	canton, mi.	Place	1	Canton ,Michigan ,United States 48187	42.3292,-83.4879	47.5311,-84.7632,44.0835,-93.7396	Canton,Wayne,Michigan,United States,North America	PopulatedPlace	42.3,-83.487	5
en-us	en-us UnifiedMaps-1410	ccc0459e-a426-5228-9606-387820ddb1b7	75032	Place	1	Houston ,Texas ,United States 77007	29.7711,-95.4113	29.92339867,-95.235672,29.61823652,-95.5872345	75032,Rockwall,Rockwall,Texas,United States,North America	Postcode1	32.858,-96.421	2
en-us	en-us UnifiedMaps-1410	ccef5ce7-d31e-5eca-b972-44dcc24751ba	Spencer, OH	Place	1	Spencer ,Ohio ,United States 44275	41.0997,-82.1074	41.23186385,-81.93191528,40.9669374,-82.28347778	Spencer,Medina,Ohio,United States,North America	PopulatedPlace	41.1,-82.123	2
en-us	en-us UnifiedMaps-1410	cd023258-674a-53a4-af04-7ded4b0bfe5d	Houston	Place	1	Omaha ,Nebraska ,United States	41.2586,-95.9378	29.91506677,-95.20751953,29.6098792,-95.55908203	Houston, TX	PopulatedPlace	29.7604503631592,-95.3697814941406	30
en-us	en-us UnifiedMaps-1410	cd10ce17-5f30-5bc1-b0d9-c67a7fd59c26	tg jiu	Place	1	Bucuresti ,Bucuresti ,Romania 010011	44.4325,26.1039	44.55769564,26.27998352,44.30665259,25.92842102	Tîrgu Jiu,Gorj,Romania	PopulatedPlace	45.0265,23.2702	5
en-us	en-us UnifiedMaps-1410	cd4aeb93-d6c4-53d0-bb3e-e86e7c2766aa	Derwentwater, Cumbria, United Kingdom	Place	1	Boise ,Idaho ,United States	43.6135,-116.203	55.2353,-1.6864,53.599,-4.4989	Derwent Water,Cumbria,England,United Kingdom,Europe	PopulatedPlace	54.579,-3.148	2
en-us	en-us UnifiedMaps-1410	cd57dadd-87e3-548d-bd04-4196a8fa51c4	Kırıkkale, Turkey	Place	1	Ankara ,Ankara ,Turkey 06100	39.9547,32.8469	40.08910391,33.02284241,39.81961208,32.67127991	Kırıkkale,Kırıkkale,Turkey,Eurasia	PopulatedPlace	39.841,33.512	2
en-us	en-us UnifiedMaps-1410	cd62d18d-6d06-5309-94f2-ed45ba450984	Lake Wooleen Australia	Place	1	Denver ,Colorado ,United States 80206	39.729,-104.953	-26.96877971,116.3904049,-27.14886201,116.0374691	Lake Wooleen	Lake	-27.0511112213135,116.198333740234	2
en-us	en-us UnifiedMaps-1410	cd706b9e-747b-5e9c-bb8f-641147ee95b3	conkiln, ny	Place	1	Rome ,New York ,United States 13440	43.2185,-75.4583	42.145,-75.7644,42.0069,-76.2039	Conklin, NY	PopulatedPlace	42.0348510742188,-75.8066635131836	6
en-us	en-us UnifiedMaps-1410	cd722bfd-b154-50b6-8f97-4752cd241a44	rocky branch trail tuscaloosa alabama	Place	1	Fairhope ,Alabama ,United States	30.523,-87.9033	33.2772,-87.4087,33.2752,-87.4111	Rocky Branch Rd, Brookwood, AL 35444	RoadBlock	33.2733116149902,-87.4121704101563	2
en-us	en-us UnifiedMaps-1410	cd798bca-6e35-55eb-89a2-515f77dda4cd	sydney au	Place	1	Brooklyn ,New York ,United States 11230	40.6225,-73.9662	49.8553,-66.9854,23.8702,-127.015	Sydney,New South Wales,Australia,Australia	PopulatedPlace	-33.87,151.207	35
en-us	en-us UnifiedMaps-1410	cd837603-9a7c-5c64-98c4-113c65ff3846	Chagos-Laccadive Ridge	Place	1	Irving ,Texas ,United States 75062	32.85,-96.9613	5.27695,74.5258,2.47116,71.7133	Chagos-Laccadive Ridge,India,Asia	PopulatedPlace	3.8,73.4	2
en-us	en-us UnifiedMaps-1410	cd849004-73a9-537b-8177-0b19fd814cfe	El Paso	Place	1	Southfield ,Michigan ,United States 48075	42.465,-83.2307	31.8499,-106.241,31.6893,-106.581	El Paso,El Paso,Texas,United States,North America	PopulatedPlace	31.7696348477177,-106.411	4
en-us	en-us UnifiedMaps-1410	cd8b56c2-e354-515f-b209-745c0f1b10c7	st paul mn	Place	1	Roseville ,Michigan ,United States 48066	42.5119,-82.9306	42.64153569,-82.7545166,42.38238681,-83.1060791	St Paul,Ramsey,Minnesota,United States,North America	PopulatedPlace	44.944,-93.093	7
en-us	en-us UnifiedMaps-1410	cda0cf4d-31f9-54bc-8b91-fac1bae1eaae	Quezon, Nueva Ecija	Place	1	Makati City ,National Capital Region ,Philippines 0700	14.5667,121.033	14.73703453,121.20872498,14.39677371,120.85716248	Quezon,Nueva Ecija,Central Luzon,Philippines,Asia	PopulatedPlace	15.578,120.832	5
en-us	en-us UnifiedMaps-1410	cdace482-0368-5077-8012-6ee71142b95f	Banani Model Town, Dhaka, Bangladesh	Place	1	Dhaka ,Dhaka ,Bangladesh 1000	23.8103,90.4125	23.97119535,90.5884552,23.64955612,90.2368927	Banani Model Town,Dhaka,Dhaka,Dhaka,Bangladesh,Asia	PopulatedPlace	23.799,90.396	2
en-us	en-us UnifiedMaps-1410	cdbf5f6c-d1c6-5a31-9846-6387e740e517	Oglethorpe, Georgia	Place	1	Durango ,Colorado ,United States 81301	37.4509,-107.849	34.0264859,-82.90489197,33.73461877,-83.25645447	Oglethorpe,Macon,Georgia,United States,North America	PopulatedPlace	32.294,-84.061	2
en-us	en-us UnifiedMaps-1410	cdd7a589-88cb-5e6a-8e88-b87b177ab224	Kalamata, Greece	Place	1	Laurel ,Maryland ,United States 20708	39.0503,-76.8249	38.621162,23.933716,36.390335,21.121216	Kalamata, Greece	PopulatedPlace	37.0275001525879,22.1123008728027	3
en-us	en-us UnifiedMaps-1410	cdeb4265-33d4-589a-b761-6c11c10b5f56	Atwater, California	Place	1	Woodland ,California ,United States 95695	38.7144,-121.853	37.48575601,-120.43281555,37.20626914,-120.78437805	Atwater,Merced,California,United States,North America	PopulatedPlace	37.346,-120.609	3
en-us	en-us UnifiedMaps-1410	ce5eddde-cdee-5149-b5a0-311df15d917f	Lake Toxaway	Place	1	Fort Mill ,South Carolina ,United States 29708	35.0676,-80.9723	36.1129,-79.5452,34.4245,-83.2971	Lake Toxaway,Transylvania,North Carolina,United States,North America	PopulatedPlace	35.134,-82.934	2
en-us	en-us UnifiedMaps-1410	ce61ae29-6ced-517a-af96-56a05d6f9168	United States	Place	1	Junction City ,Kansas ,United States 66441	38.9661,-96.7651	35.0422,-85.2202,34.9577,-85.3798	United States,North America	PopulatedPlace	39.443,-98.957	4000
en-us	en-us UnifiedMaps-1410	ce812710-cdb5-5c36-8951-81a857d960af	furguson mo.	Place	1	Goodfield ,Illinois ,United States 61742	40.6256,-89.2869	40.75870038,-89.11079407,40.49187065,-89.46235657	Ferguson, MO,United States	PopulatedPlace	38.74501,-90.30397	3
en-us	en-us UnifiedMaps-1410	ce872dea-c247-572a-af9a-19451c4a68a7	Jacksonville	Place	1	Fort Lauderdale ,Florida ,United States 33323	26.1502,-80.322	35.8134,-81.15,35.6605,-81.4557	Jacksonville, FL	PopulatedPlace	30.331470489502,-81.6562194824219	30
en-us	en-us UnifiedMaps-1410	ce99c367-26ee-57ef-ba82-5f34194ed0c8	dewitt mi	Place	1	Pittsburgh ,Pennsylvania ,United States	40.4406,-79.9959	40.57432635,-79.8197937,40.30675994,-80.1713562	DeWitt,Clinton,Michigan,United States,North America	PopulatedPlace	42.845,-84.558	4
en-us	en-us UnifiedMaps-1410	ceea2012-73fa-584b-a97b-9baa25a41399	Tinley Park, IL	Place	1	Middleton ,Wisconsin ,United States 53562	43.1184,-89.5207	43.24670322,-89.34494019,42.99008326,-89.69650269	Tinley Park, IL	PopulatedPlace	41.5971412658691,-87.7851715087891	5
en-us	en-us UnifiedMaps-1410	cefa800c-9ca3-54b5-9985-78e4dd1151d9	Kuala Lumpur, Malaysia	Place	1	Jakarta ,Jakarta Raya ,Indonesia 12130	-6.2115,106.845	-6.03677344,107.02125549,-6.38627144,106.66969299	Kuala Lumpur,Federal Territory of Kuala Lumpur,Malaysia,Asia	AdminDivision2	3.145,101.689	8
en-us	en-us UnifiedMaps-1410	cf26c895-1d74-5702-85a1-dca2b4fcc96a	Hanover, NH	Place	1	Auburn ,Maine ,United States	44.0978,-70.2293	44.22404413,-70.05363464,43.97156907,-70.40519714	Hanover,Grafton,New Hampshire,United States,North America	PopulatedPlace	43.702,-72.289	2
en-us	en-us UnifiedMaps-1410	cf2f1751-4527-5abd-9240-b0e0e1384a5d	San Francisco, CA	Place	1	Allen ,Texas ,United States 75002	33.0885,-96.6108	33.23581595,-96.4352417,32.94126767,-96.7868042	San Francisco,San Francisco,California,United States,North America	PopulatedPlace	37.777,-122.42	7
en-us	en-us UnifiedMaps-1410	cf4d27a3-32cb-5b4f-a2cc-2d529de4d9f8	nappa valley	Place	1	Pleasant Hill ,California ,United States 94523	37.9536,-122.078	37.8974,-122.519,37.8731,-122.575	Napa Valley, CA,United States	PopulatedPlace	38.35224,-122.31248	11
en-us	en-us UnifiedMaps-1410	cfcd4b48-412c-5141-8e4a-b51b414ec00a	palmdale, ca	Place	1	Anaheim ,California ,United States	33.8328,-117.916	34.0086,-117.755,33.7547,-118.31	Palmdale,Los Angeles,California,United States,North America	PopulatedPlace	34.579,-118.117	13
